No,Branch Code,Branch Store Name,Province (English),Province (Khmer),District (English),District (Khmer),Commune (English),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,Nearby Places Count,Top 3-5 Nearby Places (EN | KH | Distance),English Search Keywords (Pipe Separated),Khmer Search Keywords (Pipe Separated)
126,"CHHA017","Prey Kri 02","Kampong Chhnang","កំពង់ឆ្នាំង","Chol Kiri","ជលគីរី","Prey Kri","ព្រៃគ្រី","040205","12.257837","104.660942",5,"Kampong Chhnang Market (ផ្សារកំពង់ឆ្នាំង) - 0.81km ; Phsar Leu Kampong Chhnang (ផ្សារលើកំពង់ឆ្នាំង) - 0.81km ; Psar Ler Market (ផ្សារ លើ) - 0.94km ; Phsar Kampong Chhnang (ផ្សារលើ កំពង់ឆ្នាំង) - 1.08km ; Phsar Kroum () - 2.06km","CHHA017 | Prey Kri 02 | Kampong Chhnang | Chol Kiri | Kampong Chhnang Market | Phsar Leu Kampong Chhnang | Psar Ler Market | Phsar Kampong Chhnang | Phsar Kroum","កំពង់ឆ្នាំង | ជលគីរី | ផ្សារកំពង់ឆ្នាំង | ផ្សារលើកំពង់ឆ្នាំង | ផ្សារ លើ | ផ្សារលើ កំពង់ឆ្នាំង"
127,"CHHA018","Rolea B'ier","Kampong Chhnang","កំពង់ឆ្នាំង","Rolea B'ier","រលាប្អៀរ","Andoung Snay","អណ្ដូងស្នាយ","040601","12.236872","104.669272",5,"Night Market (ផ្សាររាត្រី) - 0.17km ; Toul Karket (ផ្សារទួល ការកេត) - 1.01km ; Phsar Kampong Chhnang (ផ្សារលើ កំពង់ឆ្នាំង) - 1.58km ; Kampong Chhnang Market (ផ្សារកំពង់ឆ្នាំង) - 1.7km ; Phsar Leu Kampong Chhnang (ផ្សារលើកំពង់ឆ្នាំង) - 1.7km","CHHA018 | Rolea B'ier | Kampong Chhnang | Night Market | Toul Karket | Phsar Kampong Chhnang | Kampong Chhnang Market | Phsar Leu Kampong Chhnang","កំពង់ឆ្នាំង | រលាប្អៀរ | ផ្សាររាត្រី | ផ្សារទួល ការកេត | ផ្សារលើ កំពង់ឆ្នាំង | ផ្សារកំពង់ឆ្នាំង | ផ្សារលើកំពង់ឆ្នាំង"
128,"CHHA019","Kampong Chhnang","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Chhnang","កំពង់ឆ្នាំង","Phsar Chhnang","ផ្សារឆ្នាំង","040301","12.246661","104.671258",5,"Phsar Kampong Chhnang (ផ្សារលើ កំពង់ឆ្នាំង) - 0.6km ; Kampong Chhnang Market (ផ្សារកំពង់ឆ្នាំង) - 0.9km ; Phsar Leu Kampong Chhnang (ផ្សារលើកំពង់ឆ្នាំង) - 0.9km ; Night Market (ផ្សាររាត្រី) - 0.94km ; Psar Ler Market (ផ្សារ លើ) - 0.97km","CHHA019 | Kampong Chhnang | Phsar Kampong Chhnang | Kampong Chhnang Market | Phsar Leu Kampong Chhnang | Night Market | Psar Ler Market","កំពង់ឆ្នាំង | ផ្សារលើ កំពង់ឆ្នាំង | ផ្សារកំពង់ឆ្នាំង | ផ្សារលើកំពង់ឆ្នាំង | ផ្សាររាត្រី | ផ្សារ លើ"
129,"CHHA020","Krang Lvea","Kampong Chhnang","កំពង់ឆ្នាំង","Sameakki Mean Chey","សាមគ្គីមានជ័យ","Krang Lvea","ក្រាំងល្វា","040703","11.973961","104.561273",3,"Krang Lvear Marke (ផ្សារក្រាំងល្វា មារកេ) - 0.24km ; Romeas Market (ផ្សាររូមោស) - 9.33km ; Sameakki Mean Chey Center (សាមគ្គីមានជ័យ មជ្ឈមណ្ឌល) - 0km","CHHA020 | Krang Lvea | Kampong Chhnang | Sameakki Mean Chey | Krang Lvear Marke | Romeas Market | Sameakki Mean Chey Center","កំពង់ឆ្នាំង | សាមគ្គីមានជ័យ | ផ្សារក្រាំងល្វា មារកេ | ផ្សាររូមោស | សាមគ្គីមានជ័យ មជ្ឈមណ្ឌល"
130,"CHHA021","Lungveaek","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Tralach","កំពង់ត្រឡាច","Longveaek","លង្វែក","040505","11.889892","104.708955",5,"Phsar Trach Secondary School (អនុវិទ្យាល័យ ផ្សារត្រាច) - 4.95km ; Trach Market (ផ្សារត្រាច) - 4.98km ; Phum Phsar Trach (ភូមិផ្សារត្រាច) - 5.04km ; Phsar Trach Primary School (សាលាបឋមសិក្សា ផ្សារត្រាច) - 5.18km ; Salalek5 Market (ផ្សារsalalek5) - 5.4km","CHHA021 | Lungveaek | Kampong Chhnang | Kampong Tralach | Phsar Trach Secondary School | Trach Market | Phum Phsar Trach | Phsar Trach Primary School | Salalek5 Market","កំពង់ឆ្នាំង | កំពង់ត្រឡាច | អនុវិទ្យាល័យ ផ្សារត្រាច | ផ្សារត្រាច | ភូមិផ្សារត្រាច | សាលាបឋមសិក្សា ផ្សារត្រាច | ផ្សារsalalek5"
131,"CHHA022","B'er","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Chhnang","កំពង់ឆ្នាំង","B'er","ប្អេរ","040303","12.257863","104.660945",5,"Kampong Chhnang Market (ផ្សារកំពង់ឆ្នាំង) - 0.82km ; Phsar Leu Kampong Chhnang (ផ្សារលើកំពង់ឆ្នាំង) - 0.82km ; Psar Ler Market (ផ្សារ លើ) - 0.94km ; Phsar Kampong Chhnang (ផ្សារលើ កំពង់ឆ្នាំង) - 1.08km ; Phsar Kroum () - 2.06km","CHHA022 | B'er | Kampong Chhnang | Kampong Chhnang Market | Phsar Leu Kampong Chhnang | Psar Ler Market | Phsar Kampong Chhnang | Phsar Kroum","កំពង់ឆ្នាំង | ផ្សារកំពង់ឆ្នាំង | ផ្សារលើកំពង់ឆ្នាំង | ផ្សារ លើ | ផ្សារលើ កំពង់ឆ្នាំង"
132,"CHHA023","Rolea Bier","Kampong Chhnang","កំពង់ឆ្នាំង","Rolea B'ier","រលាប្អៀរ","Andoung Snay","អណ្ដូងស្នាយ","040601","12.166712","104.66471",5,"Prey Khmer Market (ផ្សារព្រៃខ្មែរ) - 0.59km ; Toul Karket (ផ្សារទួល ការកេត) - 6.81km ; Night Market (ផ្សាររាត្រី) - 7.98km ; Phsar Kampong Chhnang (ផ្សារលើ កំពង់ឆ្នាំង) - 9.38km ; Kampong Chhnang Market (ផ្សារកំពង់ឆ្នាំង) - 9.42km","CHHA023 | Rolea Bier | Kampong Chhnang | Rolea B'ier | Prey Khmer Market | Toul Karket | Night Market | Phsar Kampong Chhnang | Kampong Chhnang Market","កំពង់ឆ្នាំង | រលាប្អៀរ | ផ្សារព្រៃខ្មែរ | ផ្សារទួល ការកេត | ផ្សាររាត្រី | ផ្សារលើ កំពង់ឆ្នាំង | ផ្សារកំពង់ឆ្នាំង"
133,"CHHA024","Phsar Trach","Phnom Penh","ភ្នំពេញ","Doun Penh","ដូនពេញ","Phsar Chas","ផ្សារចាស់","120209","11.840042","104.716812",5,"Phsar Trach Secondary School (អនុវិទ្យាល័យ ផ្សារត្រាច) - 0.85km ; Phum Phsar Trach (ភូមិផ្សារត្រាច) - 0.87km ; Trach Market (ផ្សារត្រាច) - 0.89km ; Phsar Trach Primary School (សាលាបឋមសិក្សា ផ្សារត្រាច) - 1.02km ; Odongk (ផ្សារូដូងក) - 3.47km","CHHA024 | Phsar Trach | Phnom Penh | Doun Penh | Phsar Trach Secondary School | Phum Phsar Trach | Trach Market | Phsar Trach Primary School | Odongk","ភ្នំពេញ | ដូនពេញ | អនុវិទ្យាល័យ ផ្សារត្រាច | ភូមិផ្សារត្រាច | ផ្សារត្រាច | សាលាបឋមសិក្សា ផ្សារត្រាច | ផ្សារូដូងក"
134,"CHHP001","Kampong Chhnang","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Chhnang","កំពង់ឆ្នាំង","Phsar Chhnang","ផ្សារឆ្នាំង","040301","12.259851","104.67255",5,"Psar Ler Market (ផ្សារ លើ) - 0.64km ; Phsar Kroum () - 0.87km ; Psar Khrom Market (ផ្សារក្រោម) - 0.88km ; Phsar Kampong Chhnang (ផ្សារលើ កំពង់ឆ្នាំង) - 1.1km ; Kampong Chhnang Market (ផ្សារកំពង់ឆ្នាំង) - 1.28km","CHHP001 | Kampong Chhnang | Psar Ler Market | Phsar Kroum | Psar Khrom Market | Phsar Kampong Chhnang | Kampong Chhnang Market","កំពង់ឆ្នាំង | ផ្សារ លើ | ផ្សារក្រោម | ផ្សារលើ កំពង់ឆ្នាំង | ផ្សារកំពង់ឆ្នាំង"
135,"CHHS001","Kampong Chhnang","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Chhnang","កំពង់ឆ្នាំង","Phsar Chhnang","ផ្សារឆ្នាំង","040301","12.2529466","104.6681428",5,"Phsar Kampong Chhnang (ផ្សារលើ កំពង់ឆ្នាំង) - 0.22km ; Psar Ler Market (ផ្សារ លើ) - 0.27km ; Kampong Chhnang Market (ផ្សារកំពង់ឆ្នាំង) - 0.43km ; Phsar Leu Kampong Chhnang (ផ្សារលើកំពង់ឆ្នាំង) - 0.43km ; Night Market (ផ្សាររាត្រី) - 1.64km","CHHS001 | Kampong Chhnang | Phsar Kampong Chhnang | Psar Ler Market | Kampong Chhnang Market | Phsar Leu Kampong Chhnang | Night Market","កំពង់ឆ្នាំង | ផ្សារលើ កំពង់ឆ្នាំង | ផ្សារ លើ | ផ្សារកំពង់ឆ្នាំង | ផ្សារលើកំពង់ឆ្នាំង | ផ្សាររាត្រី"
